,read_id,insertion_idx,insertion_site,in_frame_insertion,forward_insertion,linker_seq,valid_linker,fixed_seq_end,fixed_seq_orientation,insert_match_strand,backbone_match_strand,backbone_start_idx,backbone_end_idx,linker_start_idx,linker_end_idx,insert_start_idx,insert_end_idx
0,NB501764:1535:HLGGMAFX3:1:11102:18761:15340,2498,840,True,True,,True,5p,1,1.0,1,0,105,112,111,111,119
1,NB501764:1535:HLGGMAFX3:1:11102:2928:14793,2510,852,True,True,,True,5p,1,1.0,1,0,76,83,82,82,90
2,NB501764:1535:HLGGMAFX3:1:11102:23643:19066,2516,858,True,True,,True,5p,1,1.0,1,0,36,43,42,42,50
3,NB501764:1535:HLGGMAFX3:1:11102:10744:19227,2525,867,True,True,,True,5p,1,1.0,1,0,86,93,92,92,100
4,NB501764:1535:HLGGMAFX3:1:11103:8861:1273,2522,864,True,True,,True,5p,1,1.0,1,0,88,95,94,94,102
5,NB501764:1535:HLGGMAFX3:1:11103:22561:1895,2498,840,True,True,,True,5p,1,1.0,1,0,61,68,67,67,75
6,NB501764:1535:HLGGMAFX3:1:11103:5108:2362,2492,834,True,True,,True,5p,1,1.0,1,0,17,24,23,23,31
7,NB501764:1535:HLGGMAFX3:1:11103:23289:3330,2516,858,True,True,,True,5p,1,1.0,1,0,37,44,43,43,51
8,NB501764:1535:HLGGMAFX3:1:11103:11359:3871,2494,836,False,True,,True,5p,1,1.0,1,0,109,116,115,115,123
9,NB501764:1535:HLGGMAFX3:1:11103:10503:5689,2519,861,True,True,,True,5p,1,1.0,1,0,68,75,74,74,82
10,NB501764:1535:HLGGMAFX3:1:11103:23317:6959,2522,864,True,True,,True,5p,1,1.0,1,0,88,95,94,94,102
11,NB501764:1535:HLGGMAFX3:1:11103:17764:7503,2534,876,True,True,,True,5p,1,1.0,1,0,100,107,106,106,114
12,NB501764:1535:HLGGMAFX3:1:11103:8541:7573,2516,858,True,True,,True,5p,1,1.0,1,0,36,43,42,42,50
13,NB501764:1535:HLGGMAFX3:1:11103:3366:9740,2510,852,True,True,,True,5p,1,1.0,1,0,97,104,103,103,111
14,NB501764:1535:HLGGMAFX3:1:11103:25526:13958,2498,840,True,True,,True,5p,1,1.0,1,0,103,110,109,109,117
15,NB501764:1535:HLGGMAFX3:1:11103:1435:14011,2513,855,True,True,,True,5p,1,1.0,1,0,17,24,23,23,31
16,NB501764:1535:HLGGMAFX3:1:11103:6457:14246,2531,873,True,True,,True,5p,1,1.0,1,0,115,122,121,121,129
17,NB501764:1535:HLGGMAFX3:1:11103:7971:14526,2495,837,True,True,,True,5p,1,1.0,1,0,121,128,127,127,135
18,NB501764:1535:HLGGMAFX3:1:11103:10574:15191,2495,837,True,True,,True,5p,1,1.0,1,0,15,22,21,21,29
19,NB501764:1535:HLGGMAFX3:1:11103:2465:16064,2492,834,True,True,,True,5p,1,1.0,1,0,95,102,101,101,109
20,NB501764:1535:HLGGMAFX3:1:11103:17224:16337,2528,870,True,True,,True,5p,1,1.0,1,0,77,84,83,83,91
21,NB501764:1535:HLGGMAFX3:1:11103:21199:16455,2492,834,True,True,,True,5p,1,1.0,1,0,130,137,136,136,144
22,NB501764:1535:HLGGMAFX3:1:11103:20988:16487,2183,525,True,True,,True,5p,1,1.0,1,0,83,90,89,89,97
23,NB501764:1535:HLGGMAFX3:1:11103:11832:18491,2481,823,False,False,,True,5p,1,1.0,-1,0,74,81,80,80,88
24,NB501764:1535:HLGGMAFX3:1:11104:5599:1622,2498,840,True,True,,True,5p,1,1.0,1,0,78,85,84,84,92
25,NB501764:1535:HLGGMAFX3:1:11104:7800:2254,2513,855,True,True,,True,5p,1,1.0,1,0,35,42,41,41,49
26,NB501764:1535:HLGGMAFX3:1:11104:10563:3278,2492,834,True,True,,True,5p,1,1.0,1,0,68,75,74,74,82
27,NB501764:1535:HLGGMAFX3:1:11104:14562:3526,2495,837,True,True,,True,5p,1,1.0,1,0,109,116,115,115,123
28,NB501764:1535:HLGGMAFX3:1:11104:25980:3583,2522,864,True,True,,True,5p,1,1.0,1,0,20,27,26,26,34
29,NB501764:1535:HLGGMAFX3:1:11104:4994:5401,2279,621,True,True,,True,5p,1,1.0,1,0,116,123,122,122,130
30,NB501764:1535:HLGGMAFX3:1:11104:13464:6112,2525,867,True,True,,True,5p,1,1.0,1,0,50,57,56,56,64
31,NB501764:1535:HLGGMAFX3:1:11104:12617:7560,2504,846,True,True,,True,5p,1,1.0,1,0,67,74,73,73,81
32,NB501764:1535:HLGGMAFX3:1:11104:17967:9099,2519,861,True,True,,True,5p,1,1.0,1,0,35,42,41,41,49
33,NB501764:1535:HLGGMAFX3:1:11104:14088:9391,2495,837,True,True,,True,5p,1,1.0,1,0,26,33,32,32,40
34,NB501764:1535:HLGGMAFX3:1:11104:20477:18033,2495,837,True,True,,True,5p,1,1.0,1,0,58,65,64,64,72
35,NB501764:1535:HLGGMAFX3:1:11104:11999:15886,2492,834,True,True,,True,5p,1,1.0,1,0,54,61,60,60,68
36,NB501764:1535:HLGGMAFX3:1:11104:17200:13322,1832,174,True,True,,True,5p,1,1.0,1,0,107,114,113,113,121
37,NB501764:1535:HLGGMAFX3:1:11104:15704:18730,2525,867,True,True,,True,5p,1,1.0,1,0,15,22,21,21,29
38,NB501764:1535:HLGGMAFX3:1:11105:17191:6241,2495,837,True,True,,True,5p,1,1.0,1,0,58,65,64,64,72
39,NB501764:1535:HLGGMAFX3:1:11105:4508:6616,2528,870,True,True,,True,5p,1,1.0,1,0,13,20,19,19,27
40,NB501764:1535:HLGGMAFX3:1:11105:19684:7394,2513,855,True,True,,True,5p,1,1.0,1,0,32,39,38,38,46
41,NB501764:1535:HLGGMAFX3:1:11105:12352:9342,2498,840,True,True,,True,5p,1,1.0,1,0,35,42,41,41,49
42,NB501764:1535:HLGGMAFX3:1:11105:13482:9342,2525,867,True,True,,True,5p,1,1.0,1,0,88,95,94,94,102
43,NB501764:1535:HLGGMAFX3:1:11105:14901:10127,2525,867,True,True,,True,5p,1,1.0,1,0,88,95,94,94,102
44,NB501764:1535:HLGGMAFX3:1:11105:8518:10352,2405,747,True,True,,True,5p,1,1.0,1,0,20,27,26,26,34
45,NB501764:1535:HLGGMAFX3:1:11105:23265:12705,1856,198,True,True,,True,5p,1,1.0,1,0,21,28,27,27,35
46,NB501764:1535:HLGGMAFX3:1:11105:13029:13235,2006,348,True,True,,True,5p,1,1.0,1,0,92,99,98,98,106
47,NB501764:1535:HLGGMAFX3:1:11105:15321:13448,2516,858,True,True,,True,5p,1,1.0,1,0,77,84,83,83,91
48,NB501764:1535:HLGGMAFX3:1:11105:6346:15023,2498,840,True,True,,True,5p,1,1.0,1,0,99,106,105,105,113
49,NB501764:1535:HLGGMAFX3:1:11105:19048:17928,2492,834,True,True,,True,5p,1,1.0,1,0,84,91,90,90,98
50,NB501764:1535:HLGGMAFX3:1:11105:11253:17973,2525,867,True,True,,True,5p,1,1.0,1,0,31,38,37,37,45
51,NB501764:1535:HLGGMAFX3:1:11105:16183:18235,2522,864,True,True,,True,5p,1,1.0,1,0,53,60,59,59,67
52,NB501764:1535:HLGGMAFX3:1:11106:19387:1266,2495,837,True,True,,True,5p,1,1.0,1,0,58,65,64,64,72
53,NB501764:1535:HLGGMAFX3:1:11106:6156:1688,2525,867,True,True,,True,5p,1,1.0,1,0,23,30,29,29,37
54,NB501764:1535:HLGGMAFX3:1:11106:23115:1776,2513,855,True,True,,True,5p,1,1.0,1,0,133,140,139,139,147
55,NB501764:1535:HLGGMAFX3:1:11106:23894:2578,2522,864,True,True,,True,5p,1,1.0,1,0,53,60,59,59,67
56,NB501764:1535:HLGGMAFX3:1:11106:26589:3327,2507,849,True,True,,True,5p,1,1.0,1,0,116,123,122,122,130
57,NB501764:1535:HLGGMAFX3:1:11106:17737:3539,2531,873,True,True,,True,5p,1,1.0,1,0,94,101,100,100,108
58,NB501764:1535:HLGGMAFX3:1:11106:11956:5444,2510,852,True,True,,True,5p,1,1.0,1,0,36,43,42,42,50
59,NB501764:1535:HLGGMAFX3:1:11106:20704:6066,2525,867,True,True,,True,5p,1,1.0,1,0,130,137,136,136,144
60,NB501764:1535:HLGGMAFX3:1:11106:1605:6775,2522,864,True,True,,True,5p,1,1.0,1,0,36,43,42,42,50
61,NB501764:1535:HLGGMAFX3:1:11106:9214:7944,2429,771,True,True,,True,5p,1,1.0,1,0,62,69,68,68,76
62,NB501764:1535:HLGGMAFX3:1:11106:24869:10598,2492,834,True,True,,True,5p,1,1.0,1,0,63,70,69,69,77
63,NB501764:1535:HLGGMAFX3:1:11106:23820:10739,2513,855,True,True,,True,5p,1,1.0,1,0,18,25,24,24,32
64,NB501764:1535:HLGGMAFX3:1:11106:9877:11080,2522,864,True,True,,True,5p,1,1.0,1,0,95,102,101,101,109
65,NB501764:1535:HLGGMAFX3:1:11101:12100:5273,2519,861,True,True,,True,5p,1,1.0,1,0,82,89,88,88,96
66,NB501764:1535:HLGGMAFX3:1:11101:10449:5281,2495,837,True,True,,True,5p,1,1.0,1,0,58,65,64,64,72
67,NB501764:1535:HLGGMAFX3:1:11101:13943:10832,2534,876,True,True,,True,5p,1,1.0,1,0,65,72,71,71,79
68,NB501764:1535:HLGGMAFX3:1:11101:23085:10890,2531,873,True,True,,True,5p,1,1.0,1,0,55,62,61,61,69
69,NB501764:1535:HLGGMAFX3:1:11101:19718:11581,2510,852,True,True,,True,5p,1,1.0,1,0,113,120,119,119,127
70,NB501764:1535:HLGGMAFX3:1:11101:8255:1742,2492,834,True,True,,True,5p,1,1.0,1,0,120,127,126,126,134
71,NB501764:1535:HLGGMAFX3:1:11101:2691:9379,2078,420,True,True,,True,5p,1,1.0,1,0,94,101,100,100,108
72,NB501764:1535:HLGGMAFX3:1:11101:2951:7331,2528,870,True,True,,True,5p,1,1.0,1,0,115,122,121,121,129
73,NB501764:1535:HLGGMAFX3:1:11101:13725:13924,2525,867,True,True,,True,5p,1,1.0,1,0,21,28,27,27,35
74,NB501764:1535:HLGGMAFX3:1:11101:3025:12227,2531,873,True,True,,True,5p,1,1.0,1,0,57,64,63,63,71
75,NB501764:1535:HLGGMAFX3:1:11101:9243:14374,2528,870,True,True,,True,5p,1,1.0,1,0,13,20,19,19,27
76,NB501764:1535:HLGGMAFX3:1:11101:7366:17971,2522,864,True,True,,True,5p,1,1.0,1,0,95,102,101,101,109
77,NB501764:1535:HLGGMAFX3:1:11101:23205:17601,2531,873,True,True,,True,5p,1,1.0,1,0,27,34,33,33,41
78,NB501764:1535:HLGGMAFX3:1:11101:4018:13532,2519,861,True,True,,True,5p,1,1.0,1,0,17,24,23,23,31
79,NB501764:1535:HLGGMAFX3:1:11101:4869:6536,2516,858,True,True,,True,5p,1,1.0,1,0,79,86,85,85,93
80,NB501764:1535:HLGGMAFX3:1:11101:11686:19256,2501,843,True,True,,True,5p,1,1.0,1,0,64,71,70,70,78
81,NB501764:1535:HLGGMAFX3:1:11101:19561:3139,2519,861,True,True,,True,5p,1,1.0,1,0,104,111,110,110,118
82,NB501764:1535:HLGGMAFX3:1:11101:23936:3331,2498,840,True,True,,True,5p,1,1.0,1,0,64,71,70,70,78
83,NB501764:1535:HLGGMAFX3:1:11101:12954:19580,2516,858,True,True,,True,5p,1,1.0,1,0,21,28,27,27,35
84,NB501764:1535:HLGGMAFX3:1:11101:24832:20250,2516,858,True,True,,True,5p,1,1.0,1,0,43,50,49,49,57
85,NB501764:1535:HLGGMAFX3:1:11102:15679:1514,2498,840,True,True,,True,5p,1,1.0,1,0,101,108,107,107,115
86,NB501764:1535:HLGGMAFX3:1:11102:17526:5514,2507,849,True,True,,True,5p,1,1.0,1,0,70,77,76,76,84
87,NB501764:1535:HLGGMAFX3:1:11102:25429:2255,2495,837,True,True,,True,5p,1,1.0,1,0,113,120,119,119,127
88,NB501764:1535:HLGGMAFX3:1:11102:25570:9128,2402,744,True,True,,True,5p,1,1.0,1,0,15,22,21,21,29
89,NB501764:1535:HLGGMAFX3:1:11102:23019:7475,2513,855,True,True,,True,5p,1,1.0,1,0,81,88,87,87,95
90,NB501764:1535:HLGGMAFX3:1:11102:10157:7609,2528,870,True,True,,True,5p,1,1.0,1,0,94,101,100,100,108
91,NB501764:1535:HLGGMAFX3:1:11102:23804:8070,2510,852,True,True,,True,5p,1,1.0,1,0,41,48,47,47,55
92,NB501764:1535:HLGGMAFX3:1:11102:25781:8226,2495,837,True,True,,True,5p,1,1.0,1,0,104,111,110,110,118
93,NB501764:1535:HLGGMAFX3:1:11102:12672:12208,2522,864,True,True,,True,5p,1,1.0,1,0,46,53,52,52,60
94,NB501764:1535:HLGGMAFX3:1:11102:14283:14511,2534,876,True,True,,True,5p,1,1.0,1,0,97,104,103,103,111
95,NB501764:1535:HLGGMAFX3:1:11102:4211:9508,2513,855,True,True,,True,5p,1,1.0,1,0,91,98,97,97,105
96,NB501764:1535:HLGGMAFX3:1:11102:24873:11339,2534,876,True,True,,True,5p,1,1.0,1,0,94,101,100,100,108
97,NB501764:1535:HLGGMAFX3:1:11104:9448:10601,2516,858,True,True,,True,5p,1,1.0,1,0,131,138,137,137,145
98,NB501764:1535:HLGGMAFX3:1:11104:25904:10649,2501,843,True,True,,True,5p,1,1.0,1,0,64,71,70,70,78
99,NB501764:1535:HLGGMAFX3:1:11106:25461:8606,2516,858,True,True,,True,5p,1,1.0,1,0,87,94,93,93,101
100,NB501764:1535:HLGGMAFX3:1:11105:1214:3227,2504,846,True,True,,True,5p,1,1.0,1,0,67,74,73,73,81
101,NB501764:1535:HLGGMAFX3:1:11105:20405:1746,2006,348,True,True,,True,5p,1,1.0,1,0,37,44,43,43,51
102,NB501764:1535:HLGGMAFX3:1:11106:10224:12066,2510,852,True,True,,True,5p,1,1.0,1,0,51,58,57,57,65
103,NB501764:1535:HLGGMAFX3:1:11106:3672:14276,2519,861,True,True,,True,5p,1,1.0,1,0,27,34,33,33,41
104,NB501764:1535:HLGGMAFX3:1:11106:13539:14676,2522,864,True,True,,True,5p,1,1.0,1,0,48,55,54,54,62
105,NB501764:1535:HLGGMAFX3:1:11106:8766:14974,2525,867,True,True,,True,5p,1,1.0,1,0,21,28,27,27,35
106,NB501764:1535:HLGGMAFX3:1:11106:25169:15536,2513,855,True,True,,True,5p,1,1.0,1,0,14,21,20,20,28
107,NB501764:1535:HLGGMAFX3:1:11106:14095:15943,2513,855,True,True,,True,5p,1,1.0,1,0,76,83,82,82,90
108,NB501764:1535:HLGGMAFX3:1:11106:23624:15998,2519,861,True,True,,True,5p,1,1.0,1,0,43,50,49,49,57
109,NB501764:1535:HLGGMAFX3:1:11106:15606:16794,2495,837,True,True,,True,5p,1,1.0,1,0,85,92,91,91,99
